ID,Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard,Customer Segment,Relationship Years,Branch,City,Customer Lifetime Value (CLV),Financial Health Score,Relationship Priority Score,Next Best Product
2966,53,27,31,600076,2,0.4,3,104,0,0,0,0,1,Mass,13,T Nagar Branch,Chennai,185900,58,43.6,Life Insurance
2967,32,7,84,560082,3,0.6,2,0,0,0,0,1,1,Mass Affluent,9,Indiranagar Branch,Bengaluru,250500,69,56.5,Life Insurance
2968,38,14,95,110020,2,1.9,1,0,0,0,0,1,1,Mass Affluent,7,Dwarka Branch,Delhi,330500,77,63.8,Home Loan
2969,44,18,162,600073,4,1.3,1,301,1,0,0,0,0,Affluent,21,T Nagar Branch,Chennai,775700,66,79.2,Fixed Deposit
2970,43,18,60,110083,2,2.2,3,115,0,0,0,0,0,Mass Affluent,13,Karol Bagh Branch,Delhi,262300,62,55.5,Life Insurance
2971,54,30,121,500030,2,1.1,3,0,1,1,0,0,0,Affluent,22,Secunderabad Branch,Hyderabad,603800,81,80.2,Fixed Deposit
2972,52,25,43,411029,3,1.0,2,165,0,0,1,1,1,Mass Affluent,18,Kothrud Branch,Pune,375700,65,62.3,Life Insurance
2973,31,7,38,400099,1,1.8,2,182,0,0,1,1,1,Mass Affluent,6,Bandra West Branch,Mumbai,253700,52,44.0,Gold Loan
2974,47,22,82,452057,1,2.9,1,276,0,0,0,1,0,Mass Affluent,13,Vijay Nagar Branch,Indore,386800,65,65.6,Credit Card
2975,42,18,52,500081,4,1.9,1,0,0,0,0,1,0,Mass,13,Hitech City Branch,Hyderabad,140300,56,41.6,Life Insurance
2976,57,33,43,302072,3,1.5,1,168,0,0,0,0,1,Mass,28,Vaishali Nagar Branch,Jaipur,343200,56,63.8,Life Insurance
2977,33,8,82,411015,1,2.6,2,0,0,1,1,1,1,Affluent,4,Kothrud Branch,Pune,425600,87,63.3,Personal Loan
2978,35,10,161,700072,1,4.1,1,0,0,1,0,1,0,HNI,4,Howrah Branch,Kolkata,667900,90,76.5,Home Loan
2979,56,30,24,700063,2,0.7,2,0,0,0,0,1,0,Mass,27,Howrah Branch,Kolkata,58200,51,33.5,Life Insurance
2980,57,32,102,160086,1,2.6,1,0,0,0,0,1,0,Mass Affluent,18,Sector 17 Branch,Chandigarh,458600,86,79.8,Fixed Deposit
2981,25,-1,53,600055,3,2.4,2,0,0,0,0,0,0,Mass,2,Anna Nagar Branch,Chennai,97600,54,29.5,Life Insurance
2982,53,28,85,110032,1,1.2,1,0,0,0,0,0,0,Mass Affluent,1,Dwarka Branch,Delhi,158800,77,46.3,Credit Card
2983,59,33,111,400082,3,4.4,1,0,0,0,0,1,0,Affluent,11,Bandra West Branch,Mumbai,479900,79,74.8,Fixed Deposit
2984,56,32,90,600086,2,0.3,1,0,0,0,0,1,1,Mass Affluent,21,OMR Branch,Chennai,391100,82,75.5,Life Insurance
2985,54,28,94,400021,2,1.1,1,188,0,0,0,0,0,Mass Affluent,6,Fort Branch,Mumbai,291000,77,60.5,Credit Card
2986,48,23,63,110070,4,3.6,3,0,0,0,0,0,0,Mass Affluent,24,Connaught Place Branch,Delhi,252300,58,62.1,Credit Card
2987,55,30,153,400093,2,2.8,2,0,1,1,1,1,0,HNI,11,Bandra West Branch,Mumbai,890500,94,78.4,Home Loan
2988,33,7,39,600019,2,2.0,3,0,0,0,0,0,0,Mass,5,T Nagar Branch,Chennai,71100,55,25.8,Credit Card
2989,46,21,205,110099,2,8.8,1,181,0,1,0,1,0,HNI,2,Dwarka Branch,Delhi,1237600,83,75.4,Fixed Deposit
2990,42,18,142,600005,1,3.4,1,496,0,0,0,1,0,Affluent,6,T Nagar Branch,Chennai,611700,81,73.9,Fixed Deposit
2991,49,25,163,380068,2,0.4,1,0,0,1,0,0,0,Affluent,11,Satellite Branch,Ahmedabad,561100,97,80.5,Home Loan
2992,42,17,113,302070,3,1.0,1,0,0,1,0,1,0,Affluent,3,Malviya Nagar Branch,Jaipur,332400,88,64.9,Fixed Deposit
2993,46,21,64,560019,1,2.9,1,0,0,0,0,1,1,Mass Affluent,12,Indiranagar Branch,Bengaluru,280600,69,58.6,Personal Loan
2994,65,40,20,600015,3,0.1,3,0,0,0,0,0,1,Mass,10,T Nagar Branch,Chennai,70300,49,24.2,Life Insurance
2995,50,24,179,600013,1,1.0,1,0,0,0,0,1,0,Affluent,12,Anna Nagar Branch,Chennai,654300,91,84.6,Home Loan
2996,54,24,91,500039,2,4.5,3,90,0,0,0,1,0,Affluent,20,Hitech City Branch,Hyderabad,641500,74,79.1,Credit Card
2997,42,18,103,411088,1,3.33,1,0,1,1,1,1,1,Affluent,14,Kothrud Branch,Pune,762600,78,71.8,Home Loan
2998,57,33,80,110038,4,1.6,2,0,0,0,0,0,0,Mass Affluent,21,Dwarka Branch,Delhi,267600,70,66.5,Credit Card
2999,61,35,38,440091,2,0.3,1,0,0,0,0,0,0,Mass,18,Dharampeth Branch,Nagpur,89600,69,39.3,Life Insurance
3000,60,34,44,400083,1,0.2,1,0,0,0,0,0,1,Mass,21,Fort Branch,Mumbai,173200,64,50.6,Life Insurance
3001,40,14,164,302017,1,4.3,2,0,1,0,0,0,0,HNI,3,Vaishali Nagar Branch,Jaipur,553900,72,69.3,Home Loan
3002,33,7,81,600051,3,1.6,1,0,0,0,0,1,1,Mass Affluent,9,T Nagar Branch,Chennai,280400,72,59.1,Auto Loan
3003,37,13,95,110035,2,1.7,2,83,0,0,0,0,0,Mass Affluent,5,Connaught Place Branch,Delhi,300700,76,60.4,Credit Card
3004,52,28,44,700012,3,1.9,2,0,0,0,0,0,1,Mass,23,Park Street Branch,Kolkata,216800,59,55.4,Life Insurance
3005,33,7,88,400034,3,1.6,1,0,0,0,0,1,1,Mass Affluent,3,Bandra West Branch,Mumbai,245900,71,53.2,Home Loan
3006,62,36,148,380029,3,7.0,2,0,1,0,0,1,0,HNI,28,Satellite Branch,Ahmedabad,1297800,72,88.5,Fixed Deposit
3007,62,37,169,600027,3,5.0,2,184,1,0,1,1,1,HNI,13,OMR Branch,Chennai,1308600,80,75.3,Mutual Funds
3008,63,37,11,400004,1,0.8,2,102,0,0,0,0,1,Mass,22,Fort Branch,Mumbai,165400,39,40.1,Life Insurance
3009,55,25,92,400088,1,3.0,3,158,0,0,0,0,1,Mass Affluent,13,Andheri East Branch,Mumbai,512700,74,70.2,Life Insurance
3010,33,9,74,700062,3,2.6,2,0,0,0,0,1,0,Mass Affluent,3,Salt Lake Branch,Kolkata,168300,60,42.9,Credit Card
3011,25,1,72,110033,3,0.8,1,0,0,0,0,1,0,Mass Affluent,2,Karol Bagh Branch,Delhi,137400,68,40.1,Credit Card
3012,55,31,63,160009,3,2.67,1,0,0,0,0,1,0,Mass Affluent,8,IT Park Branch,Chandigarh,169200,58,44.2,Credit Card
3013,29,3,172,380036,2,4.5,1,415,0,0,0,1,0,HNI,2,Maninagar Branch,Ahmedabad,679800,77,72.5,Fixed Deposit
3014,45,21,183,411080,2,1.4,1,0,0,0,0,1,1,HNI,11,Kothrud Branch,Pune,747700,89,81.9,Home Loan
3015,60,34,40,110072,1,2.5,3,166,0,0,0,1,0,Mass,25,Karol Bagh Branch,Delhi,276300,49,58.2,Life Insurance
3016,44,18,68,700010,4,2.9,1,0,0,1,0,0,1,Mass Affluent,6,Park Street Branch,Kolkata,284700,66,53.3,Life Insurance
3017,48,23,78,641064,4,3.6,3,0,0,0,0,1,0,Mass Affluent,21,Peelamedu Branch,Coimbatore,339600,64,69.4,Credit Card
3018,57,32,68,400086,2,3.7,1,184,0,0,0,0,0,Mass Affluent,23,Bandra West Branch,Mumbai,446500,64,71.9,Credit Card
3019,58,32,49,560005,1,1.4,1,99,0,0,0,1,1,Mass,25,Whitefield Branch,Bengaluru,405100,64,68.8,Life Insurance
3020,58,33,39,110061,2,2.3,3,0,0,0,0,1,0,Mass,22,Connaught Place Branch,Delhi,123300,51,41.5,Life Insurance
3021,44,20,151,560066,1,3.5,1,392,0,0,0,1,0,Affluent,5,Koramangala Branch,Bengaluru,625700,80,73.6,Fixed Deposit
3022,54,28,159,700023,2,0.5,1,461,0,0,0,1,0,Affluent,1,Salt Lake Branch,Kolkata,422300,86,68.5,Fixed Deposit
3023,59,33,89,500086,4,1.9,2,0,0,0,0,1,1,Mass Affluent,25,Banjara Hills Branch,Hyderabad,503000,78,80.1,Life Insurance
3024,63,37,105,600004,4,1.7,3,244,0,0,0,0,1,Affluent,6,T Nagar Branch,Chennai,402800,76,63.9,Fixed Deposit
3025,61,35,78,560005,2,2.0,1,0,0,0,0,1,1,Mass Affluent,21,Koramangala Branch,Bengaluru,403400,75,72.9,Life Insurance
3026,58,32,128,400005,2,2.7,1,344,0,0,0,0,0,Affluent,5,Bandra West Branch,Mumbai,475500,83,70.4,Fixed Deposit
3027,44,20,81,110065,4,0.8,1,228,0,0,0,0,1,Mass Affluent,5,Karol Bagh Branch,Delhi,281200,71,54.6,Life Insurance
3028,53,29,50,226097,4,0.1,3,152,0,0,0,1,0,Mass,6,Hazratganj Branch,Lucknow,167200,63,41.1,Life Insurance
3029,63,39,38,600068,3,0.1,3,178,0,0,0,1,1,Mass,5,OMR Branch,Chennai,171400,63,38.7,Life Insurance
3030,41,17,119,560027,2,6.1,1,263,0,1,0,1,0,Affluent,6,Koramangala Branch,Bengaluru,727300,79,71.9,Fixed Deposit
3031,50,26,110,380084,3,1.8,2,0,0,0,0,1,0,Affluent,8,Maninagar Branch,Ahmedabad,328400,78,67.4,Fixed Deposit
3032,51,25,29,400033,1,1.4,3,102,0,0,0,0,1,Mass,17,Fort Branch,Mumbai,212800,46,45.5,Life Insurance
3033,47,22,19,110038,1,0.4,3,0,0,0,0,1,0,Mass,19,Dwarka Branch,Delhi,44700,54,28.6,Credit Card
3034,43,19,130,110055,2,4.7,3,221,1,0,0,0,1,Affluent,6,Connaught Place Branch,Delhi,629700,61,63.7,Fixed Deposit
3035,46,21,38,395037,1,2.4,1,130,0,0,0,1,0,Mass,18,Vesu Branch,Surat,223000,47,48.9,Credit Card
3036,50,24,31,700074,1,0.3,3,0,0,0,0,0,0,Mass,20,Howrah Branch,Kolkata,78100,62,36.4,Credit Card
3037,33,9,14,600060,4,0.7,2,105,0,0,0,1,0,Mass,3,OMR Branch,Chennai,74500,35,16.6,Credit Card
3038,27,2,158,400085,3,0.4,2,0,1,0,1,1,0,Affluent,2,Fort Branch,Mumbai,415400,75,63.2,Home Loan
3039,34,8,39,110028,4,0.2,1,115,0,0,0,1,0,Mass,10,Connaught Place Branch,Delhi,148300,52,37.0,Credit Card
3040,34,9,141,411047,2,4.9,3,0,1,0,0,0,1,Affluent,11,Viman Nagar Branch,Pune,708100,66,72.0,Fixed Deposit
3041,28,2,33,560069,3,1.0,1,167,0,0,0,1,0,Mass,5,Whitefield Branch,Bengaluru,110900,42,26.3,Gold Loan
3042,29,5,92,452011,2,0.6,1,0,0,0,0,1,0,Mass Affluent,1,MG Road Branch,Indore,170500,75,47.9,Credit Card
3043,52,26,78,380001,3,3.0,2,0,0,0,0,0,0,Mass Affluent,9,Navrangpura Branch,Ahmedabad,220000,69,54.8,Credit Card
3044,47,22,42,500013,3,2.7,2,0,0,0,0,1,1,Mass,24,Banjara Hills Branch,Hyderabad,245000,55,57.0,Life Insurance
3045,41,16,15,700024,2,0.3,2,83,0,0,0,0,0,Mass,4,Howrah Branch,Kolkata,76300,47,20.6,Credit Card
3046,58,32,48,440040,1,2.8,2,0,0,0,0,1,0,Mass,27,Dharampeth Branch,Nagpur,206700,66,58.6,Life Insurance
3047,37,12,63,500086,3,2.3,1,0,0,0,0,1,0,Mass Affluent,7,Hitech City Branch,Hyderabad,157000,61,42.8,Credit Card
3048,57,33,149,411023,1,4.7,1,0,0,1,0,0,0,HNI,18,Kothrud Branch,Pune,957600,91,87.7,Fixed Deposit
3049,63,39,49,682045,1,0.8,1,103,0,0,0,1,0,Mass,27,Edappally Branch,Kochi,303000,64,65.1,Life Insurance
3050,60,35,125,110061,2,3.9,1,0,0,0,0,0,0,Affluent,20,Connaught Place Branch,Delhi,618900,81,84.4,Fixed Deposit
3051,50,25,58,160092,1,1.3,2,0,0,0,0,1,0,Mass,5,Sector 35 Branch,Chandigarh,125400,70,39.0,Credit Card
3052,60,35,48,400049,3,1.5,1,0,0,0,0,1,0,Mass,11,Bandra West Branch,Mumbai,118000,65,39.4,Life Insurance
3053,54,30,75,411036,2,3.2,3,0,0,0,0,0,1,Mass Affluent,18,Kothrud Branch,Pune,373300,71,68.9,Life Insurance
3054,28,4,114,380036,2,0.2,1,0,0,0,0,1,0,Mass Affluent,6,Satellite Branch,Ahmedabad,260500,76,61.3,Fixed Deposit
3055,45,21,134,600094,4,5.5,2,0,1,0,1,1,1,Affluent,6,T Nagar Branch,Chennai,743500,72,68.1,Mutual Funds
3056,28,2,111,500078,4,2.3,3,0,0,0,0,1,0,Affluent,6,Banjara Hills Branch,Hyderabad,323800,79,66.2,Fixed Deposit
3057,54,29,62,600050,4,3.8,2,149,0,0,0,1,0,Mass Affluent,10,T Nagar Branch,Chennai,291300,54,54.2,Credit Card
3058,42,18,45,400073,1,0.7,1,0,0,1,0,1,0,Mass,10,Fort Branch,Mumbai,158800,76,45.3,Credit Card
3059,30,4,113,110040,2,0.2,1,0,0,0,0,1,0,Mass Affluent,5,Karol Bagh Branch,Delhi,248100,79,60.3,Fixed Deposit
3060,61,36,128,110079,1,2.6,1,0,0,0,0,1,0,Affluent,19,Karol Bagh Branch,Delhi,595700,83,84.0,Fixed Deposit
3061,64,38,168,600089,4,5.7,3,0,1,0,0,1,0,HNI,18,OMR Branch,Chennai,1072100,72,84.1,Home Loan
3062,38,13,81,560078,1,4.0,3,206,0,1,0,1,0,Affluent,1,Koramangala Branch,Bengaluru,355800,69,56.0,Credit Card
3063,39,14,75,110001,1,0.1,2,297,0,0,0,0,1,Mass Affluent,9,Karol Bagh Branch,Delhi,268000,70,55.3,Mutual Funds
3064,54,29,21,160015,4,0.1,3,0,0,0,0,0,0,Mass,19,IT Park Branch,Chandigarh,30800,50,26.6,Life Insurance
3065,59,33,83,560040,3,4.4,1,0,0,0,0,1,0,Mass Affluent,20,Whitefield Branch,Bengaluru,411600,75,75.4,Credit Card
3066,39,15,121,560060,1,3.5,1,368,0,1,0,1,0,Affluent,5,Koramangala Branch,Bengaluru,575500,81,69.4,Fixed Deposit
3067,63,33,40,560017,4,1.67,3,0,0,0,0,1,0,Mass,11,Indiranagar Branch,Bengaluru,98600,57,33.7,Life Insurance
3068,31,5,101,110059,1,2.9,3,170,0,1,0,0,0,Affluent,4,Karol Bagh Branch,Delhi,428700,81,64.8,Fixed Deposit
3069,56,26,90,700034,2,4.5,3,0,0,0,0,0,0,Mass Affluent,19,Park Street Branch,Kolkata,422200,77,76.5,Credit Card
3070,47,20,68,500097,1,2.67,2,0,0,0,0,1,1,Mass Affluent,14,Banjara Hills Branch,Hyderabad,301900,65,60.6,Mutual Funds
3071,28,3,74,400035,2,1.8,2,221,0,1,0,0,0,Mass Affluent,6,Bandra West Branch,Mumbai,304800,70,56.1,Credit Card
3072,32,8,74,440055,4,0.1,2,257,0,0,0,0,1,Mass Affluent,9,Dharampeth Branch,Nagpur,251500,61,51.6,Auto Loan
3073,54,30,51,302033,2,3.2,3,0,0,0,0,0,0,Mass,3,Vaishali Nagar Branch,Jaipur,110700,59,32.7,Life Insurance
3074,29,5,149,700006,1,1.5,1,0,0,0,0,1,0,Affluent,1,Salt Lake Branch,Kolkata,360100,85,68.2,Fixed Deposit
3075,39,15,31,226057,1,1.4,3,88,0,0,0,1,1,Mass,4,Gomti Nagar Branch,Lucknow,165200,49,33.2,Personal Loan
3076,26,0,85,682025,2,1.6,3,0,0,0,0,0,0,Mass Affluent,4,MG Road Kochi Branch,Kochi,186800,77,51.7,Credit Card
3077,29,-1,62,560030,2,1.75,3,0,0,0,0,0,1,Mass,5,Indiranagar Branch,Bengaluru,171100,62,42.1,Auto Loan
3078,46,21,44,600023,1,0.3,1,110,0,1,0,1,0,Mass,11,Anna Nagar Branch,Chennai,236600,69,51.4,Credit Card
3079,38,13,63,600064,3,0.5,3,190,0,1,1,1,1,Mass Affluent,12,T Nagar Branch,Chennai,453100,80,64.7,Life Insurance
3080,55,31,23,110095,2,0.3,1,0,0,0,0,1,1,Mass,15,Connaught Place Branch,Delhi,97700,53,32.2,Life Insurance
3081,48,22,40,110072,3,2.2,2,87,0,0,0,1,0,Mass,18,Karol Bagh Branch,Delhi,215500,47,48.4,Credit Card
3082,36,10,78,400014,2,4.5,3,204,0,0,0,1,1,Mass Affluent,10,Fort Branch,Mumbai,452400,55,61.1,Life Insurance
3083,39,13,40,411068,3,0.9,3,129,0,0,0,1,0,Mass,7,Hinjewadi Branch,Pune,145000,51,34.7,Credit Card
3084,40,16,78,380060,4,2.4,1,0,0,1,1,1,0,Affluent,13,Maninagar Branch,Ahmedabad,434900,82,69.2,Credit Card
3085,26,0,129,380077,3,0.7,2,0,1,0,0,0,0,Affluent,2,Satellite Branch,Ahmedabad,277900,71,57.0,Fixed Deposit
3086,55,29,71,560041,3,0.3,2,0,0,0,0,0,1,Mass,24,Koramangala Branch,Bengaluru,298300,73,68.6,Life Insurance
3087,61,35,23,110070,3,0.3,3,0,0,0,0,1,0,Mass,7,Dwarka Branch,Delhi,32300,53,20.6,Life Insurance
3088,57,33,15,500082,2,0.3,1,0,0,0,0,1,0,Mass,19,Banjara Hills Branch,Hyderabad,28000,59,28.0,Life Insurance
3089,56,31,28,600075,1,1.3,1,138,0,0,0,0,1,Mass,9,Anna Nagar Branch,Chennai,161000,40,33.1,Life Insurance
3090,31,5,23,682005,3,1.0,1,95,0,0,0,0,0,Mass,3,Kakkanad Branch,Kochi,81200,38,19.1,Gold Loan
3091,61,31,19,160030,1,1.5,3,0,0,0,0,1,0,Mass,10,IT Park Branch,Chandigarh,33100,46,20.1,Life Insurance
3092,58,32,42,682047,3,1.4,3,158,0,0,0,0,1,Mass,7,MG Road Kochi Branch,Kochi,200000,55,41.7,Life Insurance
3093,43,18,113,226024,2,0.4,1,325,0,1,0,0,0,Affluent,11,Aliganj Branch,Lucknow,455000,87,71.6,Fixed Deposit
3094,29,5,34,440007,4,0.4,2,0,0,0,0,0,1,Mass,2,Sitabuldi Branch,Nagpur,80200,51,22.8,Gold Loan
3095,50,23,19,500001,1,0.5,2,104,0,0,0,0,1,Mass,12,Banjara Hills Branch,Hyderabad,149200,49,35.0,Gold Loan
3096,49,25,43,400071,1,1.6,2,0,0,0,0,1,1,Mass,20,Bandra West Branch,Mumbai,207500,59,52.4,Home Loan
3097,43,18,179,400037,3,1.2,1,0,1,1,1,1,0,HNI,8,Fort Branch,Mumbai,761200,88,74.1,Home Loan
3098,58,32,44,560051,3,2.2,3,0,0,0,0,0,0,Mass,8,Indiranagar Branch,Bengaluru,83200,57,30.8,Life Insurance
3099,41,16,21,110028,2,0.1,2,0,0,0,0,0,0,Mass,3,Dwarka Branch,Delhi,28200,51,17.0,Life Insurance
3100,65,40,115,110004,1,2.5,1,174,0,0,0,0,1,Affluent,9,Dwarka Branch,Delhi,538300,81,70.9,Fixed Deposit
3101,52,27,81,641018,4,3.8,2,0,0,0,0,0,1,Mass Affluent,15,Gandhipuram Branch,Coimbatore,395300,71,68.4,Life Insurance
3102,55,31,91,110016,2,2.8,1,0,0,0,0,0,0,Mass Affluent,4,Connaught Place Branch,Delhi,246700,81,58.8,Credit Card
3103,49,25,30,641071,4,0.9,2,0,0,0,0,0,1,Mass,23,Gandhipuram Branch,Coimbatore,139400,54,43.1,Life Insurance
3104,52,22,55,380014,3,1.4,3,0,0,0,0,1,0,Mass,27,Navrangpura Branch,Ahmedabad,205600,66,59.6,Life Insurance
3105,56,31,48,411007,2,2.1,3,0,0,0,0,0,1,Mass,8,Kothrud Branch,Pune,159300,61,40.5,Life Insurance
3106,30,4,23,411072,4,0.3,2,121,0,0,0,0,0,Mass,5,Viman Nagar Branch,Pune,75700,43,20.8,Credit Card
3107,36,10,21,560048,3,0.1,2,0,0,0,0,0,0,Mass,4,Whitefield Branch,Bengaluru,33400,51,18.1,Credit Card
3108,41,17,55,411005,2,1.7,1,0,0,0,0,0,0,Mass,11,Kothrud Branch,Pune,135800,68,43.3,Home Loan
3109,42,15,21,110073,3,1.0,2,0,0,0,0,1,0,Mass,12,Dwarka Branch,Delhi,42900,41,21.3,Credit Card
3110,60,34,40,452031,3,2.2,3,0,0,1,0,1,0,Mass,8,Vijay Nagar Branch,Indore,154400,65,39.9,Life Insurance
3111,44,20,30,560098,4,0.3,1,0,0,0,0,0,1,Mass,8,Indiranagar Branch,Bengaluru,83300,49,25.8,Gold Loan
3112,34,9,78,110098,3,0.6,2,0,0,0,0,1,0,Mass Affluent,9,Dwarka Branch,Delhi,191900,72,52.6,Credit Card
3113,56,32,65,700019,2,3.2,3,0,0,0,0,1,0,Mass Affluent,28,Salt Lake Branch,Kolkata,295400,61,67.2,Credit Card
3114,31,5,50,411066,4,2.1,3,209,0,0,0,1,0,Mass,4,Viman Nagar Branch,Pune,160800,44,34.4,Credit Card
3115,29,4,55,500074,4,2.0,2,0,0,1,0,1,0,Mass Affluent,2,Banjara Hills Branch,Hyderabad,154200,60,36.9,Credit Card
3116,31,5,111,411075,2,0.2,1,0,0,0,0,0,0,Mass Affluent,8,Hinjewadi Branch,Pune,249600,79,62.1,Fixed Deposit
3117,36,10,21,110027,3,0.1,2,0,0,0,0,0,1,Mass,10,Karol Bagh Branch,Delhi,69800,51,24.8,Gold Loan
3118,42,16,65,411008,3,0.5,3,256,0,0,0,1,0,Mass Affluent,9,Viman Nagar Branch,Pune,239600,71,54.1,Credit Card
3119,64,39,114,110046,1,0.8,3,0,0,0,0,1,0,Affluent,4,Dwarka Branch,Delhi,283300,86,64.4,Fixed Deposit
3120,61,36,54,110047,3,0.9,3,179,0,0,0,1,0,Mass,12,Karol Bagh Branch,Delhi,235400,66,53.2,Life Insurance
3121,35,11,75,110075,2,1.7,2,0,0,0,0,1,0,Mass Affluent,7,Connaught Place Branch,Delhi,184800,69,49.8,Credit Card
3122,28,2,13,560016,4,0.4,1,0,0,0,0,0,1,Mass,5,Whitefield Branch,Bengaluru,45300,41,16.5,Gold Loan
3123,38,14,54,560077,2,0.6,3,218,0,0,0,0,0,Mass,7,Whitefield Branch,Bengaluru,163400,60,40.9,Life Insurance
3124,44,17,22,500071,3,1.0,2,126,0,0,0,1,1,Mass,13,Secunderabad Branch,Hyderabad,177700,42,37.8,Life Insurance
3125,45,20,198,110055,2,2.8,1,0,0,0,0,1,1,HNI,14,Connaught Place Branch,Delhi,988700,84,84.9,Home Loan
3126,46,20,18,110047,1,0.2,1,0,0,0,0,1,1,Mass,4,Dwarka Branch,Delhi,53900,47,18.3,Gold Loan
3127,57,32,74,600084,4,0.7,1,0,0,0,0,0,1,Mass Affluent,21,OMR Branch,Chennai,301300,75,67.8,Life Insurance
3128,40,14,61,400069,4,0.2,3,0,0,0,0,1,0,Mass,6,Fort Branch,Mumbai,107200,60,35.6,Credit Card
3129,38,12,64,411093,2,1.8,1,0,0,0,0,0,0,Mass Affluent,4,Kothrud Branch,Pune,133400,68,40.0,Credit Card
3130,39,14,10,641012,2,0.3,2,0,0,1,0,0,1,Mass,8,RS Puram Branch,Coimbatore,97100,53,26.7,Gold Loan
3131,23,-2,82,560063,2,1.8,2,0,0,1,0,0,1,Mass Affluent,1,Whitefield Branch,Bengaluru,245600,73,49.9,Home Loan
3132,47,22,61,160081,3,2.7,2,168,0,0,0,1,1,Mass Affluent,15,Sector 35 Branch,Chandigarh,409800,66,64.4,Life Insurance
3133,32,7,83,400073,2,2.5,1,148,0,1,0,1,0,Affluent,6,Fort Branch,Mumbai,384900,75,62.0,Credit Card
3134,30,5,73,400075,3,2.6,3,0,0,0,0,1,0,Mass Affluent,4,Fort Branch,Mumbai,168700,62,43.9,Credit Card
3135,54,30,22,700053,2,0.4,1,89,0,0,0,1,0,Mass,23,Park Street Branch,Kolkata,165200,53,45.1,Life Insurance
3136,25,0,91,380099,2,1.8,2,321,0,0,0,0,0,Mass Affluent,3,Maninagar Branch,Ahmedabad,262900,69,54.4,Credit Card
3137,60,34,65,302016,3,2.2,3,94,0,1,1,0,1,Mass Affluent,9,Vaishali Nagar Branch,Jaipur,491400,86,65.3,Life Insurance
3138,61,36,13,400035,3,0.5,1,0,0,0,0,1,0,Mass,6,Andheri East Branch,Mumbai,22100,45,16.0,Life Insurance
3139,36,11,103,380060,1,4.6,1,255,0,0,0,1,0,Affluent,10,Maninagar Branch,Ahmedabad,530400,70,70.5,Fixed Deposit
3140,52,26,95,560038,1,0.3,1,0,0,0,0,1,0,Mass Affluent,8,Koramangala Branch,Bengaluru,240900,81,61.1,Credit Card
3141,33,7,31,560095,4,1.0,1,0,0,0,0,1,1,Mass,3,Whitefield Branch,Bengaluru,92900,44,23.0,Life Insurance
3142,57,31,131,110019,3,0.6,1,0,1,0,0,1,0,Affluent,13,Connaught Place Branch,Delhi,452600,76,73.1,Fixed Deposit
3143,34,8,175,395058,4,1.1,3,0,1,1,1,1,1,HNI,10,Adajan Branch,Surat,832500,84,72.2,Home Loan
3144,50,24,38,400059,4,0.1,1,0,0,0,0,1,0,Mass,14,Fort Branch,Mumbai,74300,61,32.8,Credit Card
3145,43,18,104,302059,3,1.0,1,0,0,0,0,1,0,Mass Affluent,9,Malviya Nagar Branch,Jaipur,282000,78,64.7,Fixed Deposit
3146,34,10,114,411022,3,3.3,3,0,1,0,0,0,0,Affluent,11,Kothrud Branch,Pune,418500,62,66.8,Fixed Deposit
3147,26,1,38,700052,4,1.7,2,0,0,0,0,1,0,Mass,3,Park Street Branch,Kolkata,63800,45,21.1,Gold Loan
3148,26,0,30,700013,4,1.3,3,0,0,0,0,1,1,Mass,2,Park Street Branch,Kolkata,77900,42,19.9,Gold Loan
3149,48,22,19,226035,2,0.1,3,106,0,0,0,0,0,Mass,8,Gomti Nagar Branch,Lucknow,87400,52,25.8,Credit Card
3150,49,25,25,110067,4,1.0,1,0,0,0,0,1,1,Mass,4,Dwarka Branch,Delhi,69200,44,20.0,Gold Loan
3151,47,22,124,400093,4,5.0,3,0,1,0,0,0,0,Affluent,14,Bandra West Branch,Mumbai,595100,64,73.6,Fixed Deposit
3152,43,19,20,600042,3,0.5,1,0,0,0,0,0,0,Mass,6,T Nagar Branch,Chennai,23200,48,17.5,Gold Loan
3153,40,15,83,560008,1,1.0,3,0,0,0,0,0,0,Mass Affluent,9,Whitefield Branch,Bengaluru,192000,72,53.6,Credit Card
3154,31,5,18,400027,4,0.3,2,0,0,0,0,0,1,Mass,6,Fort Branch,Mumbai,52800,44,18.7,Gold Loan
3155,27,1,99,110006,1,3.0,3,149,1,0,0,0,1,Affluent,3,Connaught Place Branch,Delhi,383600,56,54.0,Mutual Funds
3156,55,29,62,560018,3,0.3,2,0,0,0,0,1,0,Mass,26,Indiranagar Branch,Bengaluru,203100,67,60.4,Credit Card
3157,54,30,24,400033,1,0.1,2,0,0,0,0,0,0,Mass,15,Fort Branch,Mumbai,44300,62,29.0,Life Insurance
3158,23,-1,13,400095,4,1.0,1,84,0,0,0,1,0,Mass,2,Fort Branch,Mumbai,56800,29,12.6,Credit Card
3159,54,28,64,682030,2,0.8,3,0,0,1,0,1,0,Mass Affluent,19,Kakkanad Branch,Kochi,291300,79,66.1,Credit Card
3160,57,33,62,560099,3,2.67,1,240,0,0,0,0,0,Mass Affluent,23,Indiranagar Branch,Bengaluru,363500,60,67.4,Credit Card
3161,41,15,158,395041,1,4.7,2,0,1,1,1,0,1,HNI,8,Adajan Branch,Surat,968100,85,72.2,Home Loan
